Airport Code|Airport Name|City Name|Country Name
KTT|Kittila|Kittila|Finland
KTU|Kota|Kota|India
KTV|Kamarata|Kamarata|Venezuela
KTW|Pyrzowice|Katowice|Poland
KTX|Koutiala|Koutiala|Mali
KTY|Katukurunda Slaf Base|Katukurunda|Sri Lanka
KTZ|Kwun Tong|Kwun Tong|Hong Kong
KUA|Kuantan|Kuantan|Malaysia
KUC|Kuria|Kuria|Kiribati
KUD|Kudat|Kudat|Malaysia
KUE|Kukundu|Kukundu|Solomon Islands
KUF|Kurumoch|Samara|Russian Federation
KUG|Kubin Island|Kubin Island|Australia
KUH|Kushiro|Kushiro|Japan
KUI|Kawau Island|Kawau Island|New Zealand
KUJ|Kushimoto|Kushimoto|Japan
KUK|Kasigluk|Kasigluk|United States
KUL|Kuala Lumpur Intl. Arpt.|Kuala Lumpur|Malaysia
KUM|Yakushima|Yakushima|Japan
KUN|Kaunas|Kaunas|Lithuania
KUO|Kuopio|Kuopio|Finland
KUP|Kupiano|Kupiano|Papua New Guinea
KUQ|Kuri|Kuri|Papua New Guinea
KUR|Kuran-O-Munjan|Kuran-O-Munjan|Afghanistan
KUS|Kulusuk|Kulusuk|Greenland
KUT|Kopitnari|Kutaisi|Georgia
KUU|Kullu Manali|Bhuntar Kullu.|India
KUV|Gunsan|Gunsan|Korea
KUW|Kugururok River|Kugururok River|Papua New Guinea
KUX|Kuyol|Kuyol|Papua New Guinea
KUY|Kamusi Arpt.|Kamusi|United States
KVA|Megas Alexandros Intl.|Kavala|Greece
KVB|Skovde|Skovde|Sweden
KVC|King Cove|King Cove|United States
KVD|Gyandzha|Gyandzha|Azerbaijan
KVE|Kitava|Kitava|Papua New Guinea
KVG|Kavieng|Kavieng|Papua New Guinea
KVK|Kirovsk|Kirovsk|Russian Federation
KVL|Kivalina|Kivalina|United States
KVU|Korolevu|Korolevu|Fiji
KVX|Kirov|Kirov|Russian Federation
KWA|Kwajalein|Kwajalein|Marshall Islands
KWB|Karimunjawa|Karimunjawa|Indonesia
KWD|Kawadjia|Kawadjia|Central African Republic
KWE|Guiyang|Guiyang|China
KWF|Waterfall SPB|Waterfall|United States
KWG|Krivoy Rog|Krivoy Rog|Ukraine
KWH|Khwahan|Khwahan|Afghanistan
KWI|Kuwait Intl.|Kuwait City|Kuwait
KWJ|Gwangju|Gwangju|Korea
KWK|Kwigillingok|Kwigillingok|United States
KWL|Guilin|Guilin|China
KWM|Kowanyama|Kowanyama|Australia
KWN|Kwinhagak|Quinhagak|United States
KWO|Kawito|Kawito|Papua New Guinea
KWP|Village SPB|West Point|United States
KWR|Kwai Harbour|Kwai Harbour|Solomon Islands
KWS|Kwailabesi Aerodrom|Kwailabesi|Solomon Islands
KWT|Kwethluk|Kwethluk|United States
KWV|Kurwina|Kurwina|Papua New Guinea
KWX|Kiwai Island|Kiwai Island|Papua New Guinea
KWY|Kiwayu|Kiwayu|Kenya
KWZ|Kolwezi|Kolwezi|Democratic Republic Of Congo
KXA|Kasaan SPB|Kasaan|United States
KXE|Klerksdorp|Klerksdorp|South Africa
KXF|Koro Island|Koro Island|Fiji
KXK|Komsomolsk Na Amure|Komsomolsk Na Amure|Russian Federation
KXR|Karoola|Karoola|Papua New Guinea
KXU|Katiu|Katiu|French Polynesia
KYA|Konya|Konya|Turkey
KYB|Yangoonabie|Yangoonabie|Australia
KYD|Orchid Island|Orchid Island|Taiwan
KYE|Kleyate|Tripoli|Lebanon
KYF|Yeelirrie|Yeelirrie|Australia
KYI|Yalata Mission|Yalata Mission|Australia
KYK|Karluk|Karluk|United States
KYL|Port Largo|Key Largo|United States
KYN|Milton Keynes|Milton Keynes|United Kingdom
KYO|Topp Of Tampa|Tampa|United States
KYP|Kyaukpyu|Kyaukpyu|Myanmar
KYS|Kayes|Kayes|Mali
KYT|Kyauktaw|Kyauktaw|Myanmar
KYU|Koyukuk|Koyukuk|United States
KYX|Yalumet|Yalumet|Papua New Guinea
KYZ|Kyzyl|Kyzyl|Russian Federation
KZB|Zachar Bay SPB|Zachar Bay|United States
KZC|Kompong-Chhna|Kompong-Chhna|Cambodia
KZD|Krakor|Krakor|Cambodia
KZF|Kaintiba|Kaintiba|Papua New Guinea
KZG|Kitzingen|Kitzingen|Germany
KZH|Kizhuyak|Kizhuyak|United States
KZI|Philippos Arpt.|Kozani|Greece
KZK|Kompong Thom|Kompong Thom|Cambodia
KZN|Kazan|Kazan|Russian Federation
KZO|Kzyl-Orda|Kzyl-Orda|Kazakhstan
KZS|Kastelorizo|Kastelorizo|Greece
LAA|Lamar Field|Lamar|United States
LAB|Lablab|Lablab|Papua New Guinea
LAD|4 de Fevereiro|Luanda|Angola
LAE|Nadzab|Lae|Papua New Guinea
LAF|Purdue University|Lafayette|United States
LAG|La Guaira|La Guaira|Venezuela
LAH|Labuha|Labuha|Indonesia
LAI|Servel|Lannion|France
LAJ|Lages|Lages|Brazil
LAK|Aklavik|Aklavik|Canada
LAL|Municipal|Lakeland|United States
LAM|Los Alamos|Los Alamos|United States
LAN|Capital City|Lansing|United States
LAO|Laoag Intl. Arpt.|Laoag|Philippines
LAP|General Manuel Márquez De León Intl. Arpt.|La Paz|Mexico
LAQ|La Braq|Beida|Libya
LAR|General Brees Field|Laramie|United States
LAS|Mc Carran Intl|Las Vegas|United States
LAT|La Uribe|La Uribe|Colombia
LAU|Lamu|Lamu|Kenya
LAV|Lalomalava|Lalomalava|Samoa
LAW|Municipal|Lawton|United States
LAX|Los Angeles Intl.|Los Angeles|United States
LAY|Ladysmith|Ladysmith|South Africa
LAZ|Bom Jesus Da Lapa|Bom Jesus Da Lapa|Brazil
LBA|Leeds/bradford|Leeds|United Kingdom
LBB|Intl.|Lubbock|United States
LBC|Lübeck Blankensee|Lübeck|Germany
LBD|Khudzhand|Khudzhand|Tajikistan
LBE|Westmoreland County|Latrobe|United States
LBF|Lee Bird Field|North Platte|United States
LBG|Le Bourget|Paris|France
LBH|Palm Beach SPB|Sydney|Australia
LBI|Le Sequestre|Albi|France
LBJ|Mutiara|Labuan Bajo|Indonesia
LBK|Liboi|Liboi|Kenya
LBL|Municipal|Liberal|United States
LBM|Luabo|Luabo|Mozambique
LBN|Lake Baringo|Lake Baringo|Kenya
LBO|Lusambo|Lusambo|Zaire
LBQ|Lambarene|Lambarene|Gabon
LBR|Labrea|Labrea|Brazil
LBS|Labasa|Labasa|Fiji
LBT|Lumberton|Lumberton|United States
LBU|Labuan|Labuan|Malaysia
LBV|Libreville|Libreville|Gabon
LBW|Long Bawan|Long Bawan|Indonesia
LBX|Lubang|Lubang|Philippines
LBY|Montoir|La Baule-Escoublac|France
LBZ|Lukapa|Lukapa|Angola
LCA|Larnaca|Larnaca|Cyprus
LCB|Pontes e Lacerda|Pontes e Lacerda|Brazil
LCC|Galatina|Lecce|Italy
LCD|Louis Trichardt|Louis Trichardt|South Africa
LCE|Goloson Intl.|La Ceiba|Honduras
LCF|Las Vegas|Rio Dulce|Guatemala
LCG|La Coruna|La Coruna|Spain
LCH|Municipal|Lake Charles|United States
LCI|Municipal|Laconia|United States
LCJ|Lodz Lublinek|Lodz|Poland
LCK|Rickenbacker|Columbus|United States
LCL|La Coloma|La Coloma|Cuba
LCM|La Cumbre|La Cumbre|Argentina
LCN|Balcanoona|Balcanoona|Australia
LCO|Lague|Lague|Congo
LCP|Loncopue|Loncopue|Argentina
LCR|La Chorrera|La Chorrera|Colombia
LCS|Las Canas|Las Canas|Costa Rica
LCV|Lucca|Lucca|Italy
LCX|Liancheng|Longyan|China
LCY|London City Arpt.|London|United Kingdom
LDA|Malda|Malda|India
LDB|Londrina|Londrina|Brazil
LDC|Lindeman Island|Lindeman Island|Australia
LDE|Tarbes Ossun Lourdes|Lourdes/Tarbes|France
LDH|Lord Howe Island|Lord Howe Island|Australia
LDI|Kikwetu|Lindi|Tanzania
LDJ|Linden|Linden|United States
LDK|Hovby|Lidkoping|Sweden
LDM|Mason County|Ludington|United States
LDN|Lamidanda|Lamidanda|Nepal
LDO|Ladouanie|Ladouanie|Suriname
LDR|Lodar|Lodar|Yemen
LDU|Lahad Datu|Lahad Datu|Malaysia
LDW|Lansdowne|Lansdowne|Australia
LDX|St-Laurent du Maroni|St Laurent du Maroni|French Guiana
LDY|Eglinton|Derry|United Kingdom
LDZ|Londolozi|Londolozi|South Africa
LEA|Learmonth|Learmonth|Australia
LEB|White River|White River|United States
LEC|Chapada Diamantina|Lencois|Brazil
LED|Pulkovo|St Petersburg|Russian Federation
LEE|Leesburg|Leesburg|United States
LEF|Lebakeng|Lebakeng|Lesotho
LEG|Aleg|Aleg|Mauritania
LEH|Octeville|Le Havre|France
LEI|Almeria|Almeria|Spain
LEJ|Leipzig-halle|Leipzig-halle|Germany
LEK|Labe|Labe|Guinea
LEL|Lake Evella|Lake Evella|Australia
LEM|Lemmon|Lemmon|United States
LEN|Leon|Leon|Spain
LEO|Leconi|Leconi|Gabon
LEP|Leopoldina|Leopoldina|Brazil
LEQ|Lands End|Lands End|United Kingdom
LER|Leinster|Leinster|Australia
LES|Lesobeng|Lesobeng|Lesotho
LET|Gen. A.V. Cobo|Leticia|Colombia
LEU|Aeroport De La Seu|Seu De Urgel|Spain
LEV|Levuka Airfield|Bureta|Fiji
LEW|Auburn|Lewiston|United States
LEX|Blue Grass|Lexington|United States
LEY|Lelystad|Lelystad|Netherlands
LEZ|La Esperanza|La Esperanza|Honduras
LFB|Lumbo|Lumbo|Mozambique
LFI|Langley AFB|Hampton|United States
LFK|Lufkin Angelina County|Lufkin, TX|United States
LFM|Lamerd|Lamerd|Iran
LFN|Franklin|Louisburg|United States
LFO|Kelafo|Kelafo/Callaf|Ethiopia
LFP|Lakefield|Lakefield|Australia
LFR|La Fria|La Fria|Venezuela
LFT|Lafayette Regional|Lafayette, LA|United States
LFW|Lome|Lome|Togo
LGA|La Guardia|New York|United States
LGB|Long Beach Municipal|Los Angeles|United States
LGC|Calloway|La Grange|United States
LGD|La Grande|La Grande|United States
LGE|Lake Gregory|Lake Gregory|Australia
LGF|Laguna AAF|Yuma|United States
LGG|Liege Arpt.|Liege|Belgium
LGH|Leigh Creek|Leigh Creek|Australia
LGI|Deadmans Cay|Long Island|Bahamas
LGK|Langakawi Intl|Langkawi|Malaysia
LGL|Long Lellang|Long Lellang|Malaysia
LGM|Laiagam|Laiagam|Papua New Guinea
LGN|Linga Linga|Linga Linga|Papua New Guinea
LGO|Langeoog|Langeoog|Germany
LGP|Legazpi|Legazpi|Philippines
LGQ|Lago Agrio|Lago Agrio|Ecuador
LGR|Cochrane|Cochrane|Chile
LGS|Malargue|Malargue|Argentina
LGT|Las Gaviotas|Las Gaviotas|Colombia
LGU|Cache|Logan|United States
LGW|London Gatwick|London|United Kingdom
LGX|Lugh Ganane|Lugh Ganane|Somalia
LGY|Lagunillas|Lagunillas|Venezuela
LGZ|Leguizamo|Leguizamo|Colombia
LHA|Black Forest|Lahr|Germany
LHB|Lost Harbor Sea Port|Lost Harbor|United States
LHE|Alama Iqbal Intl.|Lahore|Pakistan
LHG|Lightning Ridge|Lightning Ridge|Australia
LHI|Lereh|Lereh|Indonesia
LHK|Guanghua|Guanghua|China
LHM|Lincoln Regional Arpt.|Lincoln, CA|United States
LHN|Lishan|Lishan|Taiwan
LHP|Lehu|Lehu|Papua New Guinea
LHR|London Heathrow|London|United Kingdom
LHS|Las Heras|Las Heras|Argentina
LHU|Lianshulu|Caprivi|Namibia
LHV|W T Piper Memorial|Lock Haven|United States
LHW|Lanzhou Arpt.|Lanzhou|China
LIA|Liangping|Liangping|China
LIB|Limbunya|Limbunya|Australia
LIC|Municipal|Limon|United States
LID|Valkenburg|Leiden|Netherlands
LIE|Libenge|Libenge|Zaire
LIF|Lifou|Lifou|New Caledonia
LIG|Bellegarde|Limoges|France
LIH|Lihue|Kauai Island|United States
LII|Mulia|Mulia|Indonesia
LIJ|Long Island|Long Island|United States
LIK|Likiep Island|Likiep Island|Marshall Islands
LIL|Lesquin|Lille|France
LIM|Jorge Chavez Intl.|Lima|Peru
LIN|Linate|Milan|Italy
LIO|Limon|Limon|Costa Rica
LIP|Lins|Lins|Brazil
LIQ|Lisala|Lisala|Zaire
LIR|Daniel Oduber Intl.|Liberia|Costa Rica
LIS|Portela|Lisbon|Portugal
LIT|Adams Field Arpt.|Little Rock, AR|United States
LIV|Livengood|Livengood, AK|United States
LIW|Loikaw|Loikaw|Myanmar
LIX|Likoma|Likoma Island|Malawi
LIZ|Loring AFB|Limestone|United States
LJA|Lodja|Lodja|Democratic Republic of Congo
LJG|Lijiang|Lijiang City|China
LJN|Brazoria County|Lake Jackson|United States
LJU|Brnik|Ljubljana|Slovenia
LKA|Larantuka|Larantuka|Indonesia
LKB|Lakeba|Lakeba|Fiji
LKC|Lekana|Lekana|Congo
LKD|Lakeland Downs|Lakeland Downs|Australia
LKE|Kenmore Air Harbor SPB|Seattle|United States
LKG|Lokichoggio|Lokichoggio|Kenya
LKH|Long Akah|Long Akah|Malaysia
LKI|Lakeside USAF|Duluth|United States
LKK|Kulik Lake|Kulik Lake|United States
LKL|Banak|Lakselv|Norway
LKN|Leknes|Leknes|Norway
LKO|Amausi|Lucknow|India
LKP|Lake Placid|Lake Placid|United States
LKR|Las Khoreh|Las Khoreh|Somalia
LKS|Lakeside|Lakeside|United States
LKT|Lakota|Lakota|Cote D'Ivoire
LKU|Lake Rudolf|Lake Rudolf|Kenya
LKV|Lake County|Lakeview|United States
LKY|Lake Manyara|Lake Manyara|Tanzania
LKZ|Lakenheath RAF|Brandon|United Kingdom
LLA|Kallax|Lulea|Sweden
LLE|Malelane|Malelane|South Africa
LLF|LingLing|LingLing|China
LLG|Chillagoe|Chillagoe|Australia
LLH|Las Limas|Las Limas|Honduras
LLI|Lalibela|Lalibela|Ethiopia
LLL|Lissadell|Lissadell|Australia
LLM|Long Lama|Long Lama|Malaysia
LLN|Kelila|Kelila|Indonesia
LLP|Linda Downs|Linda Downs|Australia
LLS|Las Lomitas|Las Lomitas|Argentina
LLT|Lilydale Arpt.|Lilydale|Australia
LLW|Kumuzu Intl. Arpt.|Lilongwe|Malawi
LLX|Lyndonville|Lyndonville|United States
LLY|Burlington County|Mount Holly|United States
LMA|Lake Minchumina|Lake Minchumina|United States
LMB|Salima|Salima|Malawi
LMC|Lamacarena|Lamacarena|Colombia
LMD|Los Menucos|Los Menucos|Argentina
LME|Arnage|Le Mans|France
LMG|Lamassa|Lamassa|Papua New Guinea
LMH|Limon|Limon|Honduras
LMI|Lumi|Lumi|Papua New Guinea
LML|Lae Island|Lae Island|Marshall Islands
LMM|Federal|Los Mochis|Mexico
LMN|Limbang|Limbang|Malaysia
LMO|RAF Station|Lossiemouth|United Kingdom
LMP|Lampedusa|Lampedusa|Italy
LMQ|Marsa Brega|Marsa Brega|Libya
LMR|Lime Acres|Lime Acres|South Africa
LMS|Winston County|Louisville|United States
LMT|Kingsley Field|Klamath Falls|United States
LMX|Lopez De Micay|Lopez De Micay|Colombia
LMY|Lake Murray|Lake Murray|Papua New Guinea
LMZ|Palma|Palma|Mozambique
LNA|Palm Beach County Park|West Palm Beach|United States
LNB|Lamen Bay|Lamen Bay|Vanuatu
LNC|Lengbati|Lengbati|Papua New Guinea
LND|Hunt Field|Lander|United States
LNE|Lonorore|Lonorore|Vanuatu
LNF|Munbil|Munbil|Papua New Guinea
LNG|Lese|Lese|Papua New Guinea
LNH|Lake Nash|Lake Nash|Australia
LNI|Dew Station|Lonely|United States
LNJ|Lincang|Lincang|China
LNK|Lincoln|Lincoln, NE|United States
LNM|Langimar|Langimar|Papua New Guinea
LNN|Lost Nation|Willoughby|United States
LNO|Leonora|Leonora|Australia
LNP|Wise|Wise|United States
LNQ|Loani|Loani|Papua New Guinea
LNR|Tri County|Lone Rock|United States
LNS|Lancaster|Lancaster|United States
LNV|Lihir Island|Lihir Island|Papua New Guinea
LNX|Smolensk|Smolensk|Russian Federation
LNY|Lanai City|Lanai City|United States
LNZ|Blue Danube|Linz|Austria
LOA|Lorraine|Lorraine|Australia
LOC|Lock|Lock|Australia
LOD|Longana|Longana|Vanuatu
LOE|Loei|Loei|Thailand
LOF|Loen|Loen|Marshall Islands
LOG|Longview|Longview|United States
LOH|Camilo Ponce Enríquez Arpt.|Catamayo, Loja|Ecuador
LOI|Helmuth Baungartem|Lontras|Brazil
LOK|Lodwar|Lodwar|Kenya
LOL|Derby Field|Lovelock|United States
LOM|Francisco P. V. Y R.|Lagos De Moreno|Mexico
LON|All Airports|London|United Kingdom
LOP|Lombok International Airport|Lombok|Indonesia
LOQ|Lobatse|Lobatse|Botswana
LOR|Lowe Army Heliport|Ozark|United States
LOS|Murtala Muhammed|Lagos|Nigeria
LOT|Lewis Lockport|Lockport|United States
LOU|Bowman Field Arpt.|Louisville|United States
LOV|Monclova|Monclova|Mexico
LOY|Loyangalani|Loyangalani|Kenya
LOZ|Corbin-London|London|United States
LPA|Gran Canaria|Las Palmas|Spain
LPB|El Alto|La Paz|Bolivia
LPC|Lompoc Arpt.|Lompoc|United States
LPD|La Pedrera|La Pedrera|Colombia
LPE|La Primavera|La Primavera|Colombia
LPG|La Plata|La Plata|Argentina
LPH|Heliport|Lochgilphead|United Kingdom
LPI|Linkoping|Linkoping|Sweden
LPJ|Pijiguaos|Pijiguaos|Venezuela
LPK|Lipetsk|Lipetsk|Russian Federation
LPL|Liverpool John Lennon|Liverpool|United Kingdom
LPM|Lamap|Lamap|Vanuatu
LPN|Leron Plains|Leron Plains|Papua New Guinea
LPO|Municipal|Laporte|United States
LPP|Lappeenranta|Lappeenranta|Finland
LPQ|Luang Prabang|Luang Prabang|Laos
LPS|Lopez Island|Lopez Island|United States
LPT|Lampang|Lampang|Thailand
LPU|Long Apung|Long Apung|Indonesia
LPW|Little Port Walter|Little Port Walter|United States
LPX|Liepaya|Liepaya|Latvia
LPY|Loudes|Le Puy|France
LQK|Pickens|Pickens|United States
LQM|Puerto Leguizamo|Puerto Leguizamo|Colombia
LQN|Qala Nau|Qala Nau|Afghanistan
LRA|Larisa|Larisa|Greece
LRB|Leribe|Leribe|Lesotho
LRC|R.A.F.|Laarbruch|Germany
LRD|Intl.|Laredo|United States
LRE|Longreach|Longreach|Australia
LRF|Little Rock Afb|Jacksonville|United States
LRG|Lora Lai|Lora Lai|Pakistan
LRH|Laleu|La Rochelle|France
LRI|Lorica|Lorica|Colombia
LRJ|Municipal|Lemars|United States
LRK|Coast Guard|Lincoln Rock, AK|United States
LRL|Niamtougou|Niamtougou|Togo
LRM|Casa de Campo Intl.|La Romana|Dominican Republic
LRO|Sharpe AAF|Lathrop|United States
LRQ|Laurie River|Laurie River|Canada
LRR|Lar A/P|Lar|Iran
LRS|Leros|Leros|Greece
LRT|Lann Bihoue|Lorient|France
LRU|Municipal|Las Cruces, NM|United States
LRV|Los Roques|Los Roques|Venezuela
LSA|Losuia|Losuia|Papua New Guinea
LSB|Lordsburg|Lordsburg|United States
LSC|La Florida|La Serena|Chile
LSD|Blue Grass Station Army Heliport|Lexington, KY|United States
LSE|Municipal|La Crosse|United States
LSF|Lawson Aaf|Columbus|United States
LSH|Lashio|Lashio|Myanmar
LSI|Sumburgh|Shetland Islands|United Kingdom
LSJ|Long Island|Long Island|Papua New Guinea
LSL|Los Chiles|Los Chiles|Costa Rica
LSM|Lawas|Long Semado|Malaysia
LSN|Los Banos|Los Banos|United States
LSO|Talmont|Les Sables|France
LSP|Josefa Camejo|Las Piedras|Venezuela
LSQ|Los Angeles|Los Angeles|Chile
LSR|Lost River|Lost River|United States
LSS|Terre-de-Haut|Terre-de-Haut|Guadeloupe
LST|Launceston|Launceston|Australia
LSU|Long Sukang|Long Sukang|Malaysia
LSV|Nellis AFB|Las Vegas, NV|United States
LSW|Lhoksumawe|Lhoksumawe|Indonesia
LSX|Lhok Sukon|Lhok Sukon|Indonesia
LSY|Lismore|Lismore|Australia
LSZ|Losinj Arpt|Mali Losinj|Croatia
LTA|Letaba|Tzaneen|South Africa
LTB|Latrobe|Latrobe|Australia
LTC|Lai|Lai|Chad
LTD|Ghadames|Ghadames|Libya
LTF|Leitre|Leitre|Papua New Guinea
LTG|Langtang|Langtang|Nepal
LTH|Lathrop Wells|Lathrop Wells|United States
LTI|Altai|Altai|Mongolia
LTK|Latakia|Latakia|Syria
LTL|Lastourville|Lastourville|Gabon
LTM|Lethem|Lethem|Guyana
LTN|London Luton|London|United Kingdom
LTO|Loreto|Loreto|Mexico
LTP|Lyndhurst|Lyndhurst|Australia
LTQ|Le Touquet|Le Touquet|France
LTR|Letterkenny|Letterkenny|Ireland
LTS|Altus AFB|Altus|United States
LTT|La Mole|Saint Tropez|France
LTV|Lotusvale|Lotusvale|Australia
LTW|St Marys County|Leonardtown|United States
LTX|Cotopaxi Intl.|Latacunga|Ecuador
LUA|Lukla|Lukla|Nepal
LUB|Lumid Pau|Lumid Pau|Guyana
LUC|Laucala Is|Laucala Is|Fiji
LUD|Luderitz|Luderitz|Namibia
LUE|Lucenec|Lucenec|Slovak Republic
LUF|Luke Afb|Phoenix|United States
LUG|Lugano|Lugano/Agno|Switzerland
LUH|Amritsar|Ludhiana|India
LUI|La Union|La Union|Honduras
LUJ|Lusikisiki|Lusikisiki|South Africa
LUK|Cincinnati Municipal-Lunken Field|Cincinnati, OH|United States
LUL|Hesler-Noble Field|Laurel, MS|United States
LUM|Mangshi|Luxi|China
LUN|Lusaka|Lusaka|Zambia
LUO|Luena|Luena|Angola
LUP|Kalaupapa|Kalaupapa|United States
LUQ|San Luis|San Luis|Argentina
LUR|Cape Lisburne|Cape Lisburne|United States
LUS|Lusanga|Lusanga|Zaire
LUT|Laura Station|Laura Station|Australia
LUU|Laura|Laura|Australia
LUV|Langgur|Langgur|Indonesia
LUW|Luwuk|Luwuk|Indonesia
LUX|Findel|Luxembourg|Luxembourg
LUY|Lushoto|Lushoto|Tanzania
LUZ|Lushan|Lushan|China
LVA|Entrammes|Laval|France
LVB|Dos Galpoes|Livramento|Brazil
LVD|Lime Village|Lime Village|United States
LVI|Livingstone|Livingstone|Zambia
LVK|Livermore|Livermore|United States
LVL|Lawrenceville|Lawrenceville|United States
LVM|Elliott Trudeau Intl. Arpt. (Montreal)|Livingston|United States
LVO|Laverton|Laverton|Australia
LVP|Lavan|Lavan|Iran
LVS|Las Vegas|Las Vegas|United States
LWB|Greenbrier Valley|Lewisburg|United States
LWC|Lawrence|Lawrence|United States
LWE|Lewoleba|Lewoleba|Indonesia
LWH|Lawn Hill|Lawn Hill|Australia
LWI|Lowai|Lowai|Papua New Guinea
LWK|Lerwick/Tingwall|Shetland Islands|United Kingdom
LWL|Harriet Field|Wells|United States
LWM|Lawrence|Lawrence|United States
LWN|Gyoumri|Gyoumri|Armenia
LWO|Snilow|Lviv|Ukraine
LWR|Leeuwarden|Leeuwarden|Netherlands
LWS|Nez Perce County Rgnl|Lewiston|United States
LWT|Municipal|Lewistown|United States
LWV|Municipal|Lawrenceville|United States
LWY|Lawas|Lawas|Malaysia
LXA|Gonggar/Lhasa|Gonggar|China
LXG|Luang Namtha|Luang Namtha|Laos
LXI|Linxi|Linxi|China
LXN|Lexington|Lexington|United States
LXR|Luxor|Luxor|Egypt
LXS|Limnos|Limnos|Greece
LXU|Lukulu|Lukulu|Zambia
LXV|Leadville|Leadville|United States
LYA|Luoyang|Luoyang|China
LYB|Little Cayman|Little Cayman|Cayman Islands
LYC|Lycksele|Lycksele|Sweden
LYE|RAF Station|Lyneham|United Kingdom
LYG|Lianyungang|Lianyungang|China
LYH|Preston-Glenn Field|Lynchburg|United States
LYI|Linyi|Linyi|China
LYK|Lunyuk|Lunyuk|Indonesia
LYN|Bron|Lyon|France
LYP|Faisalabad|Faisalabad|Pakistan
LYR|Svalbard|Longyearbyen|Norway
LYS|Lyon - Saint-Exupery (Satolas)|Lyon|France
LYT|Lady Elliot Island|Lady Elliot Island|Australia
LYU|Ely|Ely|United States
LZA|Luiza|Luiza|Zaire
LZC|Lazaro Cardenas|Lazaro Cardenas|Mexico
LZD|Lanzhoudong|Lanzhou|China
LZH|Liuzhou|Liuzhou|China
LZI|Luozi|Luozi|Zaire
LZM|Luzamba|Luzamba|Angola
LZN|Nangan|Nangan|Taiwan
LZO|Luzhou|Luzhou|China
LZR|Lizard Island|Lizard Island|Australia
LZU|Gwinnett County Arpt.|Lawrenceville|United States
MAA|Madras Intl.|Chennai/Madras|India
MAB|Maraba|Maraba|Brazil
MAC|Smart|Macon|United States
MAD|Barajas|Madrid|Spain
MAE|Madera|Madera|United States
MAF|Midland Intl.|Midland|United States
MAG|Madang|Madang|Papua New Guinea
MAH|Mahon|Menorca|Spain
MAI|Mangochi|Mangochi|Malawi
MAJ|Amata Kabua Intl|Majuro|Marshall Islands
MAK|Malakal|Malakal|Sudan
MAL|Mangole|Mangole|Indonesia
MAM|Matamoros|Matamoros|Mexico
MAN|Manchester|Manchester|United Kingdom
MAO|Eduardo Gomes Intl|Manaus|Brazil
MAP|Mamai|Mamai|Papua New Guinea
MAQ|Mae Sot|Mae Sot|Thailand
MAR|La Chinita|Maracaibo|Venezuela
MAS|Momote|Manus Island|Papua New Guinea
MAT|Matadi|Matadi|Zaire
MAU|Maupiti|Maupiti|French Polynesia
MAV|Maloelap Island|Maloelap Island|Marshall Islands
MAW|Malden|Malden|United States
MAX|Matam|Matam|Senegal
MAY|Mangrove Cay|Mangrove Cay|Bahamas
MAZ|Eugenio M De Hostos|Mayaguez|Puerto Rico
MBA|Moi Intl.|Mombasa|Kenya
MBB|Marble Bar|Marble Bar|Australia
MBC|Mbigou|Mbigou|Gabon
MBD|Mafikeng Intl. Arpt.|Mmabatho|South Africa
MBE|Monbetsu|Monbetsu|Japan
MBF|Mount Buffalo|Mount Buffalo|Australia
MBG|Mobridge|Mobridge|United States
MBH|Maryborough|Maryborough|Australia
MBI|Mbeya|Mbeya|Tanzania
MBJ|Sangster Intl.|Montego Bay|Jamaica
MBK|Matupa|Matupa|Brazil
MBL|Blacker|Manistee|United States
MBM|Mkambati|Mkambati|South Africa
MBN|Mt Barnett|Mt Barnett|Australia
MBO|Mamburao|Mamburao|Philippines
MBP|Moyobamba|Moyobamba|Peru
MBQ|Mbarara|Mbarara|Uganda
MBR|Mbout|Mbout|Mauritania
MBS|MBS Intl.|Saginaw|United States
MBT|Masbate|Masbate|Philippines
MBU|Mbambanakira|Mbambanakira|Solomon Islands
MBV|Masa|Masa|Papua New Guinea
MBW|Moorabbin|Melbourne|Australia
MBX|Maribor Intl. Arpt.|Maribor|Slovenia
MBY|Moberly|Moberly|United States
MBZ|Maues|Maues|Brazil
MCA|Macenta|Macenta|Guinea
MCB|Pike County|Mccomb|United States
MCC|Mcclellan AFB|Sacramento|United States
MCD|Mackinac Island|Mackinac Island|United States
MCE|Merced Municipal Arpt|Merced|United States
MCF|Mac Dill AFB|Tampa|United States
MCG|Mcgrath|Mcgrath|United States
MCH|Machala|Machala|Ecuador
MCI|Kansas City Intl. Arpt.|Kansas City|United States
MCJ|Maicao|Maicao|Colombia
MCK|Mccook|Mccook|United States
MCL|Mt Mckinley|Mt Mckinley|United States
MCM|Fontvieille Heliport|Monte Carlo|Monaco
MCN|Lewis B Wilson|Macon|United States
MCO|Orlando Intl.|Orlando|United States
MCP|Internacional|Macapa|Brazil
MCQ|Miskolc|Miskolc|Hungary
MCR|Melchor De Menco|Melchor De Menco|Guatemala
MCS|Monte Caseros|Monte Caseros|Argentina
MCT|Seeb|Muscat|Oman
MCU|Gueret|Montlucon|France
MCV|Mcarthur River|Mcarthur River|Australia
MCW|Mason City Municipal|Mason City, IA|United States
MCX|Makhachkala|Makhachkala|Russian Federation
MCY|Maroochydore|Sunshine Coast|Australia
MCZ|Palmares|Maceio|Brazil
